temperature,wavenumber,cia_coefficient,uncertainty
296,9124.13,5.50582230151839E-8,3.03512394839883E-10
296,9124.14,5.50590789249527E-8,3.03715029967049E-10
296,9124.15,5.50593155461834E-8,3.03801697537488E-10
296,9124.16,5.50603606349659E-8,3.03665419103879E-10
296,9124.17,5.50617477408864E-8,3.0352995093722E-10
296,9124.18,5.50629488362192E-8,3.03335431790269E-10
296,9124.19,5.50648294219611E-8,3.03019711711358E-10
296,9124.2,5.50699746598203E-8,3.02611608202551E-10
296,9124.21,5.50837466444828E-8,3.02145025254022E-10
296,9124.22,5.50990981237933E-8,3.01713218313966E-10
296,9124.23,5.51108331683821E-8,3.01548117735924E-10
296,9124.24,5.51211797249553E-8,3.01449791963444E-10
296,9124.25,5.51322989990555E-8,3.01361724644353E-10
296,9124.26,5.51458373605855E-8,3.01427694441606E-10
296,9124.27,5.51626484281657E-8,3.01714748724995E-10
296,9124.28,5.51779954381343E-8,3.02031566088916E-10
296,9124.29,5.5189249536229E-8,3.02257609386584E-10
296,9124.3,5.51985628466059E-8,3.0235414322839E-10
296,9124.31,5.52058957998278E-8,3.02289260186272E-10
296,9124.32,5.52097959320832E-8,3.02222196661734E-10
296,9124.33,5.52090188214345E-8,3.02179856611105E-10
296,9124.34,5.52074319606265E-8,3.02097859052672E-10
296,9124.35,5.52105798726512E-8,3.02155706834471E-10
296,9124.36,5.52202213473755E-8,3.02263619495181E-10
296,9124.37,5.52309541034751E-8,3.02350833182043E-10
296,9124.38,5.52389127462197E-8,3.02390162032672E-10
296,9124.39,5.5245085265021E-8,3.02274729187227E-10
296,9124.4,5.52516769087147E-8,3.02220496382355E-10
296,9124.41,5.52559597903726E-8,3.02304771300904E-10
296,9124.42,5.5256219889625E-8,3.02244294767531E-10
296,9124.43,5.52625940318412E-8,3.02239764425634E-10
296,9124.44,5.52756508052262E-8,3.02354192099303E-10
296,9124.45,5.52908738285365E-8,3.02556733604848E-10
296,9124.46,5.53051005185686E-8,3.02797755602662E-10
296,9124.47,5.53170834937206E-8,3.03046394179979E-10
296,9124.48,5.53273512697814E-8,3.03274590426068E-10
296,9124.49,5.53389013478962E-8,3.03460431674294E-10
296,9124.5,5.5352640491549E-8,3.03652092064147E-10
296,9124.51,5.5358933848595E-8,3.03566147504022E-10
296,9124.52,5.53654758938492E-8,3.03350190696516E-10
296,9124.53,5.53719709628869E-8,3.03283821446965E-10
296,9124.54,5.53790583149409E-8,3.03350239772873E-10
296,9124.55,5.53879950182005E-8,3.0340261541352E-10
296,9124.56,5.53997624067438E-8,3.03367078957047E-10
296,9124.57,5.54123947602675E-8,3.0330396171107E-10
296,9124.58,5.54238222531773E-8,3.03294721311707E-10
296,9124.59,5.54293537805716E-8,3.03265164279508E-10
296,9124.6,5.54327319436259E-8,3.03001499683891E-10
296,9124.61,5.54339467014111E-8,3.02732493290973E-10
296,9124.62,5.54374367906918E-8,3.02536756225858E-10
296,9124.63,5.54426867424756E-8,3.02393135046183E-10
296,9124.64,5.54513450967513E-8,3.02263999269877E-10
296,9124.65,5.54612798891806E-8,3.02142869259356E-10
296,9124.66,5.54674540676179E-8,3.02038614358536E-10
296,9124.67,5.54758669100607E-8,3.02131792125435E-10
296,9124.68,5.54915030959571E-8,3.02226073891197E-10
296,9124.69,5.55021150965739E-8,3.02053866825474E-10
296,9124.7,5.55042243201759E-8,3.0190917093113E-10
296,9124.71,5.55071343980068E-8,3.01922657398912E-10
296,9124.72,5.55209788867498E-8,3.02154146109347E-10
296,9124.73,5.55395614428159E-8,3.02507745816412E-10
296,9124.74,5.55524347495759E-8,3.02741337260354E-10
